id,adj_p_value,p_value,t,b,logfc,gene_symbol,gene_title
221967_at,0.04477,0.0106,-2.952413,-2.815712,-0.5292495,NXPH4,neurexophilin 4
214154_s_at,0.04482,0.0106,-2.951671,-2.817073,-0.3884702,PKP2,plakophilin 2
221124_s_at,0.04483,0.0106,-2.951475,-2.817434,-0.42235,VSX1,visual system homeobox 1
210559_s_at,0.04485,0.0106,-2.951196,-2.817946,-0.444274,CDK1,cyclin dependent kinase 1
211551_at,0.04485,0.0107,-2.951018,-2.818272,-0.456695,EGFR,epidermal growth factor receptor
222372_at,0.04491,0.0107,-2.950218,-2.81974,-1.1602502,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
204053_x_at,0.04491,0.0107,2.950047,-2.820053,0.7582938,PTEN,phosphatase and tensin homolog
221217_s_at,0.04491,0.0107,-2.95004,-2.820065,-0.4736721,RBFOX1,"RNA binding protein, fox-1 homolog 1"
218892_at,0.04491,0.0107,-2.949739,-2.820617,-0.4416738,DCHS1,dachsous cadherin-related 1
208585_at,0.04491,0.0107,-2.949729,-2.820635,-0.5461736,BTN2A3P,"butyrophilin subfamily 2 member A3, pseudogene"
213945_s_at,0.04491,0.0107,-2.949634,-2.82081,-0.388091,NUP210,nucleoporin 210
221963_x_at,0.04491,0.0107,2.94955,-2.820964,0.6367519,ZNF587B,zinc finger protein 587B
204250_s_at,0.04491,0.0107,-2.949294,-2.821434,-0.4772943,CEP164,centrosomal protein 164
216300_x_at,0.04491,0.0107,-2.949179,-2.821646,-0.5941452,RARA,retinoic acid receptor alpha
217945_at,0.04491,0.0107,2.949171,-2.821659,1.3108395,BTBD1,BTB domain containing 1
217831_s_at,0.04491,0.0107,2.949037,-2.821905,0.6284793,NSFL1C,NSFL1 cofactor
213504_at,0.04491,0.0107,2.948995,-2.821983,0.4585345,COPS6,COP9 signalosome subunit 6
203976_s_at,0.04491,0.0107,-2.948921,-2.822118,-0.4148631,CHAF1A,chromatin assembly factor 1 subunit A
203928_x_at,0.04491,0.0107,-2.948867,-2.822216,-0.4780079,MAPT,microtubule associated protein tau
215065_at,0.04491,0.0107,-2.948685,-2.822552,-0.4221514,PHF8,PHD finger protein 8
205036_at,0.04491,0.0107,2.948576,-2.82275,0.624019,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
218874_s_at,0.04491,0.0107,-2.948557,-2.822786,-0.5335531,ATAT1,alpha tubulin acetyltransferase 1
212392_s_at,0.04491,0.0107,-2.948356,-2.823154,-0.3582538,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
211347_at,0.04491,0.0107,-2.948309,-2.82324,-0.3902817,CDC14B,cell division cycle 14B
221854_at,0.04491,0.0107,-2.948282,-2.82329,-0.5256312,PKP1,plakophilin 1
200946_x_at,0.04491,0.0107,2.948269,-2.823314,0.8416055,GLUD1,glutamate dehydrogenase 1
218827_s_at,0.04495,0.0107,2.947764,-2.82424,0.6458595,CEP192,centrosomal protein 192
218676_s_at,0.04497,0.0107,2.94736,-2.824981,0.9156802,PCTP,phosphatidylcholine transfer protein
209751_s_at,0.04499,0.0107,2.947092,-2.825472,0.6410517,TRAPPC2B///TRAPPC2,trafficking protein particle complex 2B///trafficking protein particle complex 2
213322_at,0.04501,0.0107,2.946653,-2.826276,0.910916,OARD1,O-acyl-ADP-ribose deacylase 1
212277_at,0.04501,0.0107,2.946628,-2.826324,0.8602767,MTMR4,myotubularin related protein 4
209515_s_at,0.04501,0.0107,2.94646,-2.826631,1.178856,RAB27A,"RAB27A, member RAS oncogene family"
211360_s_at,0.04502,0.0108,-2.946269,-2.826981,-0.513469,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2"
220185_at,0.04502,0.0108,-2.946089,-2.827312,-0.453909,SPTBN4,"spectrin beta, non-erythrocytic 4"
210754_s_at,0.04502,0.0108,2.945984,-2.827504,0.980939,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
220555_s_at,0.04502,0.0108,-2.945839,-2.82777,-0.5396217,PDZD7,PDZ domain containing 7
201456_s_at,0.04502,0.0108,2.945792,-2.827856,1.0026343,BUB3,"BUB3, mitotic checkpoint protein"
206791_s_at,0.04502,0.0108,-2.945627,-2.828158,-0.467946,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C
205997_at,0.04502,0.0108,-2.945621,-2.82817,-0.6583179,ADAM28,ADAM metallopeptidase domain 28
206964_at,0.04502,0.0108,-2.945541,-2.828317,-0.3819274,NAT8B,"N-acetyltransferase 8B (putative, gene/pseudogene)"
211484_s_at,0.04502,0.0108,-2.945528,-2.82834,-0.6380017,DSCAM,DS cell adhesion molecule
220199_s_at,0.04508,0.0108,2.94477,-2.82973,1.0488433,AIDA,"axin interactor, dorsalization associated"
203442_x_at,0.0451,0.0108,-2.944365,-2.830473,-0.7253714,EML3,echinoderm microtubule associated protein like 3
215155_at,0.0451,0.0108,-2.944217,-2.830743,-0.419674,HEXA,hexosaminidase subunit alpha
217591_at,0.04514,0.0108,-2.943564,-2.831942,-0.584225,SKIL,SKI-like proto-oncogene
201527_at,0.04514,0.0108,2.943513,-2.832036,0.3764269,LOC101927180///ATP6V1F,V-type proton ATPase subunit F pseudogene///ATPase H+ transporting V1 subunit F
204171_at,0.04514,0.0108,2.943481,-2.832093,0.6480936,RPS6KB1,ribosomal protein S6 kinase B1
212438_at,0.04514,0.0108,2.943453,-2.832144,0.7372817,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27
214992_s_at,0.04514,0.0108,-2.943202,-2.832605,-0.3806298,DNASE2,"deoxyribonuclease 2, lysosomal"
34063_at,0.04516,0.0108,-2.942917,-2.833128,-0.3384083,RECQL5,RecQ like helicase 5
205068_s_at,0.04518,0.0108,-2.942205,-2.834433,-0.7930964,ARHGAP26,Rho GTPase activating protein 26
207713_s_at,0.04518,0.0108,-2.942163,-2.83451,-0.5731957,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
219055_at,0.04518,0.0108,2.942127,-2.834575,0.3738705,SRBD1,S1 RNA binding domain 1
215975_x_at,0.04518,0.0108,-2.942088,-2.834647,-0.5888067,GK,glycerol kinase
202312_s_at,0.04518,0.0108,-2.942077,-2.834668,-0.4676771,COL1A1,collagen type I alpha 1 chain
211707_s_at,0.04518,0.0108,2.942073,-2.834674,0.3215721,IQCB1,IQ motif containing B1
210647_x_at,0.04519,0.0108,-2.941928,-2.83494,-0.6124555,PLA2G6,phospholipase A2 group VI
202226_s_at,0.04519,0.0108,-2.941727,-2.835309,-0.379866,CRK,"CRK proto-oncogene, adaptor protein"
221091_at,0.04519,0.0109,-2.941677,-2.835401,-0.4816883,INSL5,insulin like 5
208838_at,0.04519,0.0109,2.941518,-2.835692,0.6866805,CAND1,cullin associated and neddylation dissociated 1
217171_at,0.04519,0.0109,-2.941451,-2.835815,-0.5814183,SMPD1,sphingomyelin phosphodiesterase 1
206574_s_at,0.0452,0.0109,2.941293,-2.836105,1.0950607,PTP4A3,"protein tyrosine phosphatase type IVA, member 3"
209517_s_at,0.04523,0.0109,2.940831,-2.836952,0.4286612,ASH2L,ASH2 like histone lysine methyltransferase complex subunit
217776_at,0.04526,0.0109,2.94047,-2.837614,1.2885731,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
221192_x_at,0.04526,0.0109,-2.940311,-2.837905,-0.6232602,MFSD11,major facilitator superfamily domain containing 11
207968_s_at,0.04533,0.0109,-2.939472,-2.839443,-0.4746364,MEF2C,myocyte enhancer factor 2C
200818_at,0.04535,0.0109,2.939139,-2.840054,1.0441679,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
207333_at,0.04536,0.0109,-2.938916,-2.840462,-0.2984807,NMBR,neuromedin B receptor
217573_at,0.04543,0.0109,-2.938024,-2.842097,-0.3678536,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
211401_s_at,0.04543,0.0109,-2.937927,-2.842275,-0.4864374,FGFR2,fibroblast growth factor receptor 2
216965_x_at,0.04544,0.0109,-2.937725,-2.842644,-0.5053386,SPG20,spastic paraplegia 20 (Troyer syndrome)
209434_s_at,0.04546,0.0109,2.93735,-2.843332,0.5134524,PPAT,phosphoribosyl pyrophosphate amidotransferase
221334_s_at,0.04546,0.0109,-2.937246,-2.843522,-0.5784767,FOXP3,forkhead box P3
203339_at,0.04546,0.0109,2.937211,-2.843587,1.5958167,SLC25A12,solute carrier family 25 member 12
212436_at,0.04557,0.011,2.935873,-2.84604,0.5091667,TRIM33,tripartite motif containing 33
200807_s_at,0.04557,0.011,2.935787,-2.846197,0.806134,HSPD1,heat shock protein family D (Hsp60) member 1
201560_at,0.0456,0.011,2.935383,-2.846936,1.2979814,CLIC4,chloride intracellular channel 4
209025_s_at,0.04564,0.011,2.934779,-2.848044,1.3468943,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
207835_at,0.04564,0.011,-2.934723,-2.848146,-0.5482562,FBLN1,fibulin 1
218854_at,0.04564,0.011,2.934706,-2.848177,0.8366021,DSE,dermatan sulfate epimerase
214287_s_at,0.04565,0.011,-2.934514,-2.84853,-0.352431,CDK13,cyclin dependent kinase 13
203009_at,0.04567,0.011,-2.934115,-2.849261,-0.7369424,BCAM,basal cell adhesion molecule (Lutheran blood group)
209884_s_at,0.04568,0.011,2.933946,-2.84957,0.464486,SLC4A7,solute carrier family 4 member 7
213021_at,0.04568,0.011,2.93382,-2.8498,0.5271555,GOSR1,golgi SNAP receptor complex member 1
219039_at,0.04568,0.011,-2.93378,-2.849874,-0.5132364,SEMA4C,semaphorin 4C
205240_at,0.04569,0.011,-2.9335,-2.850387,-0.3127067,GPSM2,G-protein signaling modulator 2
203486_s_at,0.04569,0.011,2.933493,-2.8504,0.5835064,ARMC8,armadillo repeat containing 8
207684_at,0.04572,0.011,-2.932912,-2.851465,-0.5607583,TBX6,T-box 6
219488_at,0.04572,0.011,-2.932895,-2.851495,-0.6373945,A4GALT,"alpha 1,4-galactosyltransferase"
221680_s_at,0.04578,0.0111,-2.932159,-2.852844,-0.6250036,ETV7,ETS variant 7
220790_s_at,0.04579,0.0111,-2.931943,-2.85324,-0.4742412,MS4A5,membrane spanning 4-domains A5
220714_at,0.04587,0.0111,-2.930941,-2.855076,-0.6467745,PRDM14,PR/SET domain 14
221241_s_at,0.04587,0.0111,-2.930884,-2.85518,-0.4886721,BCL2L14,BCL2 like 14
205156_s_at,0.04587,0.0111,-2.930807,-2.855322,-0.4878224,ASIC1,acid sensing ion channel subunit 1
218355_at,0.04588,0.0111,-2.930436,-2.856,-0.2899167,KIF4A,kinesin family member 4A
209210_s_at,0.04588,0.0111,2.930413,-2.856043,1.5068988,FERMT2,fermitin family member 2
215920_s_at,0.04588,0.0111,-2.930405,-2.856058,-0.3957319,NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1,"nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B15///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1"
214617_at,0.04589,0.0111,-2.930173,-2.856482,-0.3697767,PRF1,perforin 1
216711_s_at,0.0459,0.0111,-2.929939,-2.856912,-0.5954905,TAF1,TATA-box binding protein associated factor 1
203177_x_at,0.0459,0.0111,2.929874,-2.857031,0.7579812,TFAM,"transcription factor A, mitochondrial"
217661_x_at,0.04591,0.0111,-2.929685,-2.857377,-0.511966,SIX5,SIX homeobox 5
212877_at,0.04591,0.0111,2.929639,-2.857462,0.9276607,KLC1,kinesin light chain 1
209475_at,0.04593,0.0111,2.929275,-2.858127,0.567186,MIR6125///USP15,microRNA 6125///ubiquitin specific peptidase 15
207435_s_at,0.04599,0.0111,-2.928421,-2.859691,-0.6740198,SRRM2,serine/arginine repetitive matrix 2
212765_at,0.04599,0.0111,2.928396,-2.859737,1.0563426,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
214635_at,0.04601,0.0111,-2.928063,-2.860348,-0.508881,CLDN9,claudin 9
207853_s_at,0.04602,0.0112,-2.927718,-2.860979,-0.4156343,SNCB,synuclein beta
219808_at,0.04602,0.0112,-2.927665,-2.861077,-0.5206971,SCLY,selenocysteine lyase
203602_s_at,0.04603,0.0112,-2.927506,-2.861367,-0.5102024,ZBTB17,zinc finger and BTB domain containing 17
212096_s_at,0.04603,0.0112,2.927469,-2.861435,1.2897693,MTUS1,microtubule associated tumor suppressor 1
203661_s_at,0.04603,0.0112,2.927258,-2.861823,1.4182398,TMOD1,tropomodulin 1
218689_at,0.04603,0.0112,2.92722,-2.861892,0.9247383,FANCF,Fanconi anemia complementation group F
220263_at,0.04603,0.0112,-2.927138,-2.862041,-0.5083221,SMAD5-AS1,SMAD5 antisense RNA 1
221100_at,0.04605,0.0112,-2.926528,-2.863158,-0.68105,C6orf15,chromosome 6 open reading frame 15
201317_s_at,0.04605,0.0112,2.926491,-2.863227,1.493986,PSMA2,proteasome subunit alpha 2
207101_at,0.04605,0.0112,-2.92644,-2.86332,-0.32989,VAMP1,vesicle associated membrane protein 1
220604_x_at,0.04605,0.0112,-2.926335,-2.863512,-0.5592493,FTCD,formimidoyltransferase cyclodeaminase
206915_at,0.04605,0.0112,2.926242,-2.863682,1.8614179,NKX2-2,NK2 homeobox 2
221873_at,0.04605,0.0112,2.926236,-2.863693,0.6149845,ZNF143,zinc finger protein 143
207339_s_at,0.04605,0.0112,-2.926232,-2.863701,-1.5063907,LTB,lymphotoxin beta
214065_s_at,0.0461,0.0112,-2.925502,-2.865038,-0.528906,CIB2,calcium and integrin binding family member 2
212138_at,0.0461,0.0112,2.925405,-2.865215,1.3133938,PDS5A,PDS5 cohesin associated factor A
218581_at,0.04611,0.0112,-2.925174,-2.865638,-0.453951,ABHD4,abhydrolase domain containing 4
219233_s_at,0.04611,0.0112,-2.925071,-2.865827,-0.5654674,GSDMB,gasdermin B
212664_at,0.04611,0.0112,-2.925053,-2.865861,-0.5796898,TUBB4A,tubulin beta 4A class IVa
204050_s_at,0.04614,0.0112,2.9246,-2.866689,0.9761429,CLTA,clathrin light chain A
204020_at,0.04615,0.0112,2.924329,-2.867186,1.1440824,PURA,purine rich element binding protein A
203243_s_at,0.04615,0.0112,2.924278,-2.86728,1.3063343,PDLIM5,PDZ and LIM domain 5
208183_at,0.04617,0.0112,-2.924007,-2.867775,-0.595974,TACR3,tachykinin receptor 3
208840_s_at,0.04617,0.0112,2.923885,-2.867999,1.1684612,G3BP2,G3BP stress granule assembly factor 2
204866_at,0.04618,0.0112,2.923693,-2.86835,0.5052819,JADE3,jade family PHD finger 3
218493_at,0.04618,0.0112,2.923652,-2.868426,0.8770231,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
222089_s_at,0.0462,0.0113,-2.923177,-2.869295,-0.5736595,C16orf71,chromosome 16 open reading frame 71
220210_at,0.0462,0.0113,-2.922961,-2.869691,-0.4509781,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit
208392_x_at,0.0462,0.0113,-2.922933,-2.869742,-0.5069881,SP110,SP110 nuclear body protein
202613_at,0.0462,0.0113,2.922915,-2.869776,0.8295067,CTPS1,CTP synthase 1
213552_at,0.0462,0.0113,2.922878,-2.869842,0.55138,GLCE,glucuronic acid epimerase
221757_at,0.0462,0.0113,-2.922852,-2.86989,-0.4898067,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
204116_at,0.0462,0.0113,-2.922697,-2.870174,-0.4869855,IL2RG,interleukin 2 receptor subunit gamma
218301_at,0.0462,0.0113,-2.922627,-2.870302,-0.5018055,RNPEPL1,arginyl aminopeptidase like 1
204206_at,0.0462,0.0113,-2.922576,-2.870395,-0.5863167,MNT,MAX network transcriptional repressor
202248_at,0.04624,0.0113,-2.921995,-2.87146,-0.4819236,E2F4,E2F transcription factor 4
211313_s_at,0.04625,0.0113,-2.921855,-2.871716,-0.5900769,BAZ1B,bromodomain adjacent to zinc finger domain 1B
202529_at,0.04627,0.0113,2.921507,-2.872353,0.6127857,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1
213668_s_at,0.04628,0.0113,-2.921323,-2.87269,-1.4965248,SOX4,SRY-box 4
200063_s_at,0.04628,0.0113,2.921243,-2.872837,1.1001555,NPM1,nucleophosmin
205995_x_at,0.04628,0.0113,2.92109,-2.873117,0.3988388,IQCB1,IQ motif containing B1
205226_at,0.04632,0.0113,2.920569,-2.87407,0.7575195,PDGFRL,platelet derived growth factor receptor like
212301_at,0.04632,0.0113,2.92044,-2.874306,0.9053107,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component"
212020_s_at,0.04632,0.0113,-2.920429,-2.874326,-0.390006,MKI67,marker of proliferation Ki-67
202684_s_at,0.04632,0.0113,2.920319,-2.874527,0.6905521,RNMT,RNA guanine-7 methyltransferase
206087_x_at,0.04633,0.0113,-2.920119,-2.874894,-0.308716,HFE,hemochromatosis
207887_s_at,0.04633,0.0113,-2.920036,-2.875046,-0.4459402,CALCR,calcitonin receptor
213958_at,0.04634,0.0113,-2.919798,-2.875481,-0.4488645,CD6,CD6 molecule
211866_x_at,0.04635,0.0113,-2.919572,-2.875896,-0.5676052,HFE,hemochromatosis
202654_x_at,0.04635,0.0113,2.919493,-2.876041,0.7169205,MARCH7,membrane associated ring-CH-type finger 7
217560_at,0.04636,0.0113,-2.919282,-2.876425,-0.7077962,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
221244_s_at,0.0464,0.0114,-2.918674,-2.877539,-0.3864362,PDPK1,3-phosphoinositide dependent protein kinase 1
215815_at,0.0464,0.0114,-2.918388,-2.878062,-0.4861555,BUD31,BUD31 homolog
207148_x_at,0.0464,0.0114,-2.918299,-2.878226,-0.3723255,MYOZ2,myozenin 2
220925_at,0.0464,0.0114,2.918262,-2.878293,1.5220043,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
213250_at,0.0464,0.0114,-2.918238,-2.878338,-0.5769169,CCDC85B,coiled-coil domain containing 85B
200624_s_at,0.04649,0.0114,2.917133,-2.88036,1.140444,SNHG4///MATR3,small nucleolar RNA host gene 4///matrin 3
215731_s_at,0.04649,0.0114,2.917084,-2.88045,0.6698295,MPHOSPH9,M-phase phosphoprotein 9
206551_x_at,0.04651,0.0114,-2.916747,-2.881066,-0.946569,KLHL24,kelch like family member 24
206984_s_at,0.04653,0.0114,-2.916417,-2.881671,-0.3085764,RIT2,Ras like without CAAX 2
206679_at,0.04656,0.0114,-2.915979,-2.882471,-0.5502376,APBA1,amyloid beta precursor protein binding family A member 1
214477_at,0.04658,0.0114,-2.915628,-2.883114,-0.3171452,MLLT1,"MLLT1, super elongation complex subunit"
34260_at,0.04658,0.0114,-2.915572,-2.883216,-0.4237902,TELO2,telomere maintenance 2
220226_at,0.04659,0.0114,-2.915418,-2.883499,-0.5900762,TRPM8,transient receptor potential cation channel subfamily M member 8
212465_at,0.0466,0.0114,2.915177,-2.88394,0.5952224,SETD3,SET domain containing 3
208100_x_at,0.0466,0.0114,-2.915097,-2.884087,-0.6305405,SEMA6C,semaphorin 6C
206763_at,0.0466,0.0114,-2.914877,-2.884488,-0.5101929,FKBP6,FK506 binding protein 6
201974_s_at,0.0466,0.0114,-2.914821,-2.884591,-0.4092231,CCZ1,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated"
202345_s_at,0.0466,0.0114,2.914762,-2.8847,1.6644974,FABP5,fatty acid binding protein 5
207421_at,0.04661,0.0114,-2.914645,-2.884913,-0.523759,CA5A,carbonic anhydrase 5A
205482_x_at,0.04661,0.0114,-2.914559,-2.88507,-0.4243814,SNX15,sorting nexin 15
218307_at,0.04661,0.0114,2.914339,-2.885474,0.4942129,RSAD1,radical S-adenosyl methionine domain containing 1
218939_at,0.04661,0.0115,-2.914275,-2.88559,-0.520935,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
203432_at,0.04664,0.0115,2.913579,-2.886865,0.6735457,TMPO,thymopoietin
205134_s_at,0.04664,0.0115,-2.913467,-2.887069,-0.7145893,NUFIP1,"NUFIP1, FMR1 interacting protein 1"
207770_x_at,0.04664,0.0115,-2.913352,-2.88728,-0.4407264,CSH2///CSH1,chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
214953_s_at,0.04664,0.0115,2.913329,-2.887322,1.1682388,APP,amyloid beta precursor protein
221180_at,0.04664,0.0115,-2.913228,-2.887506,-0.6667879,MAP3K19,mitogen-activated protein kinase kinase kinase 19
212889_x_at,0.04664,0.0115,-2.91309,-2.887759,-0.3819667,GADD45GIP1,GADD45G interacting protein 1
208737_at,0.04664,0.0115,2.913043,-2.887844,1.1797319,ATP6V1G1,ATPase H+ transporting V1 subunit G1
204450_x_at,0.04664,0.0115,-2.913,-2.887923,-0.45142,APOA1,apolipoprotein A1
221553_at,0.04664,0.0115,2.912926,-2.888059,0.406095,MAGT1,magnesium transporter 1
219791_s_at,0.04664,0.0115,-2.912866,-2.888168,-0.360671,HAND2-AS1,HAND2 antisense RNA 1 (head to head)
214002_at,0.04664,0.0115,-2.912799,-2.888292,-0.5481024,MYL6,myosin light chain 6
210936_at,0.04664,0.0115,-2.91275,-2.888381,-0.3865638,WDR1,WD repeat domain 1
1294_at,0.04666,0.0115,-2.912473,-2.888888,-0.6813445,MIR5193///UBA7,microRNA 5193///ubiquitin like modifier activating enzyme 7
212766_s_at,0.04671,0.0115,2.911823,-2.890077,0.8002645,ISG20L2,interferon stimulated exonuclease gene 20 like 2
202495_at,0.04672,0.0115,2.911663,-2.890369,0.7662283,TBCC,tubulin folding cofactor C
209194_at,0.04672,0.0115,2.911586,-2.89051,1.1113412,CETN2,centrin 2
205491_s_at,0.04672,0.0115,-2.911457,-2.890747,-0.6356317,GJB3,gap junction protein beta 3
220303_at,0.04673,0.0115,-2.911228,-2.891165,-0.4737831,PDZD3,PDZ domain containing 3
221627_at,0.04674,0.0115,-2.910988,-2.891606,-0.5040467,TRIM10,tripartite motif containing 10
214822_at,0.04674,0.0115,-2.91096,-2.891656,-0.4642157,BRINP2,BMP/retinoic acid inducible neural specific 2
210955_at,0.04674,0.0115,-2.910722,-2.892092,-0.400865,CASP10,caspase 10
201722_s_at,0.04674,0.0115,2.910702,-2.892127,0.9627898,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
204216_s_at,0.04674,0.0115,2.91064,-2.892241,0.4293574,ZC3H14,zinc finger CCCH-type containing 14
206390_x_at,0.04674,0.0115,-2.910619,-2.89228,-0.4756883,PF4,platelet factor 4
216325_x_at,0.04674,0.0115,-2.910515,-2.89247,-0.5071883,RTEL1-TNFRSF6B///RTEL1,RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1
200943_at,0.04674,0.0115,2.910354,-2.892765,1.4202981,HMGN1,high mobility group nucleosome binding domain 1
201007_at,0.04676,0.0115,2.909959,-2.893487,1.058546,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
216949_s_at,0.04676,0.0116,-2.909762,-2.893847,-0.4326567,LOC101930075///PKD1,"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
207533_at,0.04676,0.0116,-2.909692,-2.893976,-0.5255867,CCL1,C-C motif chemokine ligand 1
221613_s_at,0.04676,0.0116,2.909592,-2.894159,1.0365974,ZFAND6,zinc finger AN1-type containing 6
208008_at,0.04676,0.0116,-2.909553,-2.894229,-0.4539057,TBC1D29,TBC1 domain family member 29
204878_s_at,0.04676,0.0116,-2.909533,-2.894267,-0.5691924,TAOK2,TAO kinase 2
211404_s_at,0.04681,0.0116,2.908863,-2.895492,0.8113783,APLP2,amyloid beta precursor like protein 2
